text,label
malaysia s strong 3q growth window for bnm to raise key rate nomura,1
In Q2 of profit before taxes amounted to EUR mn down from EUR mn in Q2 of,0
uda plans to develop mil hectares of malay reserve land,1
Operating profit fell to EUR mn from EUR mn in,0
Teleste and Sentry formed integration partnership between Sentry s advanced 360degree immersive camera product line and Teleste s enterprise video management systems,1
Kesko pursues strategy of healthy focused growth concentrating on sales and services to consumercustomers,1
paramount ends fy16 with strong 4q as net profit doubles plans six sen dividend,1
industry s mobile service revenue expected to remain weak in 3q15,0
dr wan azizah malaysia singapore will share experiences to boost ties,1
rhb islamic to manage rm115m fund for irda s sme programmes,1
ADP News Oct Finnish consulting and engineering company Poyry Oyj OMX POY1V said today it awarded EUR million USD m extension to their existing consultancy engineering contract with Venezuel,1
Profit for period EUR mn compared to EUR mn in,1
cb industrial bidding for rm2b worth of jobs abroad for special purpose vehicles division,1
datasonic falls amid uncertainty over lawsuit call for mykad review,0
george kent declares sen dividend after reporting rise in 2q profit,1
gamuda s md says unaware rm27b penang transport master plan cost up at rm46b,0
GSK and Novartis complete deals to reshape both drugmakers,1
ringgit could hit to us dollar by year end dbs,0
Finnish food company Raisio Oyj HEL RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for enterprise value of EUR million USD m,1
mk land to launch five new projects with rm571m gdv by june,1
keppel completes divestment of keppel china marina holdings for s289m gain,1
considerably weaker US dollar and British pound impact on sales and average prices in euros UPM said,0
sembcorp wins another bid in india s second wind power auction,1
fourteen macc officers arrive at menara felda to retrieve documents related to investigation on allegations of graft and abuse of power in plantation giant this morning,0
Beyond improved voice capabilities customers now streamlined way to comply with recalls and other traceability requirements providing them with competitive advantage,1
rm24b proceeds from bandar malaysia sukuk properly utilised says 1mdb,1
mahb says of malaysian airports not commercially viable,0
final 1mdb report delayed to first week of march pac,0
cab cakaran unit fined s36m for competition law violation in s pore,0
UPDATE 1Dairy Crest loses third of Morrisons milk contract,0
google to help local smes go global with digital technologies,1
caring s 3q net profit plunges as lower selling prices hurt margins,0
luxchem up hitting alltime high on fy17 earnings growth forecast,1
fbm small cap index likely to move higher with immediate hurdle at says alliancedbs research,1
Prudential capital ratio beats forecasts confirms UK head,1
terms of financing approved by Annual General Meeting of Company held on June,1
maybank islamic named islamic bank of year for asia pacific malaysia,1
ikea to set up world s thirdlargest distribution centre in pulau indah,1
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today s 3G,1
padini down on weaker earnings among top losers on bursa,0
HELSINKI AFX Retail and wholesale group Kesko reported net sales of mln eur for February increase of pct yearonyear,1
Finnish Exel Composites technology company that designs manufactures and markets composite profiles and tubes for various industrial applications reports its net sales decreased by in second quarter of to EUR mn from EUR mn in corresponding period in,0
Operating profit rose to EUR mn from EUR mn in corresponding period in,1
astro s 1q net profit marginally lower declares three sen dividend,0
tien wah falls into red in 2q with net loss of rm1445m declares sen dividend,0
Antti Orkola president of Kemira GrowHow s Industrial Solutions unit told Thomson Financial News company put off opening mine as prices of phosphate quite depressed for long time,0
malaysian banks on track for loans growth this year says nomura,1
dutch lady s 3q net profit falls pays rm110 dividend,0
Hargreaves Landown slides on trading update,0
here some stocks dbs says should benefit from singapore s budget,1
Return on investment compared to negative in,1
tropicana corp offers buyers chance to win free property upsize,1
hsbc q3 pretax profit up pct on lower regulatory costs beats estimates,1
hundreds missing several feared dead after laos dam collapse media,0
datuk sri idris jala who appointed by pmo to oversee internal probe in fgv arrived at fgv headquarters,0
ausgroup says amjv awarded extension of works on ichthys project onshore lng facilities worth s178 mil,1
lay hong to issue oneforone bonus shares onetofive share split plus onefortwo free warrants,1
Centrica urges policy overhaul as it warns of looming gap in UK energy supplies,0
ram says cpo prices unsustainable to moderate sharply in 2h17,0
AB InBev to sell Peroni and Grolsch,1
One of installed elevators will doubledeck elevator which enables more efficient use of building s core space,1
Uponor improved its performance in spite of decrease in residential construction in US,1
EasyJet Sneakairs Airline testing smart shoes to help customers explore destinations,1
petronas gas 1q net profit up pays sen dividend,1
Lloyds Bank Said to Face Potential Fine Over Handling of Insurance Complaints,0
Certain shareholders irrevocably agreed to vote in favor of bond issue,1
Pharmaceuticals group Orion Corp reported fall in its thirdquarter earnings that hit by larger expenditures on RD and marketing,0
salcon plans bonus warrant issue seeks to raise up to rm1017m,1
amfirst reit s 4q property income up on relatively flat revenue,0
brent dips below as iran sanctions lift set to worsen glut,1
EPS from continuing operations came in at eur up from,1
esthetics inks agreement with france s lpg to distribute skin care equipment,1
fitch affirms malaysian reinsurance s rating at with stable outlook,1
Britains FTSE lifted by solid Kingfisher,1
Aviva plc Direct Line Insurance Group PLC And Admiral Group plc Set To Soar,1
creador ceo brahmal vasudevan now excel force s substantial shareholder,1
klci gets off to muted start in november as utilities drag,0
Two former Barclays traders face retrial over Libor,0
pac will expedite probe on 1mdb once other members appointed says new chairman,1
iris hits onemonth high of sen amid share subscription by major shareholders,0
utusan melayu teams up with indian firms to venture into new business,1
